1.473477822458422892e+01,1.587564237728307148e+01,1.699810843355041712e+01,1.807649800296203679e+01,1.908006202635922577e+01,2.003930712469553654e+01,2.095330434673964959e+01,2.181173092340050701e+01,2.260490237104386679e+01,2.332456521166155028e+01,2.396345934227816343e+01,2.451598534509743388e+01,2.497854465556784120e+01,2.534732716084357662e+01,2.562163407631356904e+01,2.580520078348673962e+01,2.589836135274802942e+01,2.590695228410629980e+01,2.583808951512472163e+01,2.569422261398703355e+01,2.548704502519239412e+01,2.522237290225461948e+01,2.490788749089537646e+01,2.454983766510671117e+01,2.415807826653086465e+01,2.373798541919459737e+01,2.329580739634308983e+01,2.283736096764021539e+01,2.236861252704174419e+01,2.189076549767492708e+01,2.141075034714051739e+01,2.093316157724880000e+01,2.045627211951416058e+01,1.998804439329233418e+01,1.952384750035572480e+01,1.907095272911016437e+01,1.862438586199032642e+01,1.819372181540298072e+01,1.776969359171853924e+01,1.735942277456125993e+01,1.695401977562837814e+01,1.656302800506635009e+01,1.618407817064662169e+01,1.582100647532288917e+01,1.546649295793448964e+01,1.513109211631367579e+01,1.480301001712026476e+01,1.448787826390782740e+01,1.418383313647107435e+01,1.389258072839130165e+01,1.361439553396616198e+01
1.478807918539075317e+01,1.594721108242204188e+01,1.709996326079997075e+01,1.824443872006289169e+01,1.937667769158715814e+01,2.048693733651912652e+01,2.154650166919918064e+01,2.254241118541599320e+01,2.350268857721919957e+01,2.442614875930676632e+01,2.530499083352646394e+01,2.613169165177883357e+01,2.690147604670522341e+01,2.760524369554557467e+01,2.824028031988647669e+01,2.880165824768300098e+01,2.928715992446586114e+01,2.969345825701484998e+01,3.002132852781766559e+01,3.026900860776359536e+01,3.043946990146751475e+01,3.053352955193895824e+01,3.055771884102446734e+01,3.051135732070471107e+01,3.040265607434134765e+01,3.023442692167736112e+01,3.001159848891438386e+01,2.974308307988731315e+01,2.943228213847630315e+01,2.908208796274301378e+01,2.870144968658660645e+01,2.829901357509278270e+01,2.786931098376216909e+01,2.742464841512251539e+01,2.696546050327425448e+01,2.649536264787357354e+01,2.601860568155784037e+01,2.554308043937813011e+01,2.506338642045802345e+01,2.458636039105709159e+01,2.410600254923515351e+01,2.363599674395207728e+01,2.317109502487195982e+01,2.271077794829717433e+01,2.226315449233457855e+01,2.181773955556496958e+01,2.138444827338793530e+01,2.095384238630931151e+01,2.053350649123763461e+01,2.012793503552879670e+01,1.972931160259629024e+01
1.482079177895349176e+01,1.598843487951061348e+01,1.715206181332248292e+01,1.831109522342579154e+01,1.946464017813349301e+01,2.061178960399026394e+01,2.174921606800820584e+01,2.287248060828599350e+01,2.396897768976097964e+01,2.501234036173291386e+01,2.600312830398570796e+01,2.696425231102058362e+01,2.789588409449389061e+01,2.878852020576444204e+01,2.963833792424125591e+01,3.043970905095455848e+01,3.118841564863179983e+01,3.188043516376763264e+01,3.251182165472527430e+01,3.307965032171061637e+01,3.358132759827272196e+01,3.401507812187431767e+01,3.438139394376040769e+01,3.467763469799805875e+01,3.490485184253806494e+01,3.506556972103867054e+01,3.516081296318805016e+01,3.519336658288310105e+01,3.516396845134196525e+01,3.508074973178161571e+01,3.494315953758844273e+01,3.475569537941331788e+01,3.452401602326776242e+01,3.425129696048112748e+01,3.394281679221264625e+01,3.359919317185224230e+01,3.322748731182304738e+01,3.283297186915883970e+01,3.241863699747052152e+01,3.198511348797970300e+01,3.153636220478142249e+01,3.107797987969652098e+01,3.061090647116313690e+01,3.013659132725311451e+01,2.965817662323388149e+01,2.917612333519054246e+01,2.869390081450464791e+01,2.821771574313146758e+01,2.773892498452247324e+01,2.726937002990679559e+01,2.680088939007039173e+01
1.484348122530145453e+01,1.601631126162588359e+01,1.718622517001092120e+01,1.835288379211901244e+01,1.951591264160105865e+01,2.067521844908702278e+01,2.182914346949580775e+01,2.297731342077172201e+01,2.411814437492249752e+01,2.524868827848204944e+01,2.636272858441531497e+01,2.744571997072015535e+01,2.847759597090325911e+01,2.946457671875827700e+01,3.042600463474721906e+01,3.136061480666371537e+01,3.226310721998188313e+01,3.312945951296529756e+01,3.395497913210412122e+01,3.473603726993280816e+01,3.546891862338444668e+01,3.615120263162476277e+01,3.678074409264724665e+01,3.735289698120833890e+01,3.786638083220474726e+01,3.832021653925885829e+01,3.871412733107140269e+01,3.904694683873177752e+01,3.931932604786629781e+01,3.953012663484131650e+01,3.968374434062451428e+01,3.977696339585901342e+01,3.981726493258880595e+01,3.980220718868494600e+01,3.973795663734939865e+01,3.962242922222859676e+01,3.946284238195273986e+01,3.926174253158980321e+01,3.901947177308895931e+01,3.874595750612753875e+01,3.843556491380789453e+01,3.809977842698923212e+01,3.773639733878619040e+01,3.735101159269091653e+01,3.694588669677312254e+01,3.651998204153209571e+01,3.608251810733887766e+01,3.562959757856577170e+01,3.517609980460887442e+01,3.470674539282281046e+01,3.423333785475097102e+01
1.486044206309394689e+01,1.603675426246118363e+01,1.721081245281735050e+01,1.838237586630391007e+01,1.955121865586135499e+01,2.071745527294764244e+01,2.187980177072030230e+01,2.303839854031798495e+01,2.419276837152937887e+01,2.534209449196673347e+01,2.648527373793394801e+01,2.762041001442397459e+01,2.874585742929735233e+01,2.985021543199935579e+01,3.091964571680566110e+01,3.193894808149063280e+01,3.292307778144957808e+01,3.388463851934508142e+01,3.482261647305063690e+01,3.573278342277348685e+01,3.661130109062503379e+01,3.745464762023645733e+01,3.826122315663780427e+01,3.902551456995769996e+01,3.974550940508948571e+01,4.041907785800445652e+01,4.104452942150648909e+01,4.162020041955339877e+01,4.214280431223115642e+01,4.261228115499422131e+01,4.302734348714017187e+01,4.338905628963874506e+01,4.369620593771975336e+01,4.394888282599467999e+01,4.414638099535672211e+01,4.429169630782801192e+01,4.438762575963739465e+01,4.442891658777664077e+01,4.442411474534424087e+01,4.437393798450722215e+01,4.427719359288594347e+01,4.414039584994385024e+01,4.396808176597448181e+01,4.375389447828699474e+01,4.350573840393474256e+01,4.322990558687006057e+01,4.291763407835299660e+01,4.258428886281220827e+01,4.222447340065828314e+01,4.184730663493671443e+01,4.144967199804604263e+01
1.487380785956368712e+01,1.605260515368332719e+01,1.722958402521204846e+01,1.840459138578432174e+01,1.957742814099994888e+01,2.074831620185144132e+01,2.191605686324020041e+01,2.308103362201824282e+01,2.424294765501500137e+01,2.540146496650485020e+01,2.655611634604374771e+01,2.770635251125397502e+01,2.885322114998630028e+01,2.999152027605227744e+01,3.112084451461744550e+01,3.223701657830304157e+01,3.333125180341136939e+01,3.438776088785402862e+01,3.539863688498227390e+01,3.638041964079845059e+01,3.734213656592356756e+01,3.828241821925248445e+01,3.919979392376748706e+01,4.008783710394371980e+01,4.094501606204591582e+01,4.176880897038388696e+01,4.255659234411253777e+01,4.330611602045000552e+01,4.401517131767270996e+01,4.468176708697518507e+01,4.530399377870255506e+01,4.588099580390488796e+01,4.641269710094754686e+01,4.689406577913102581e+01,4.732808850985801996e+01,4.771041869334334251e+01,4.804510399399158871e+01,4.833051163437900755e+01,4.856685434316415950e+01,4.875371833915403386e+01,4.889170792983144054e+01,4.898503859204499378e+01,4.903031598643433853e+01,4.903684915571498237e+01,4.899495514292402021e+01,4.891467506670745991e+01,4.879740163371172912e+01,4.864209855113444547e+01,4.845105722165488515e+01,4.822656896429851514e+01,4.797425502678206755e+01
1.488485146216963706e+01,1.606547643052831731e+01,1.724460370522780650e+01,1.842208858218100076e+01,1.959783703967795176e+01,2.077208125606440703e+01,2.194367493446211625e+01,2.311305054676846638e+01,2.428002371422748595e+01,2.544439246043235769e+01,2.660595443675461169e+01,2.776434192110107446e+01,2.892122366851350179e+01,3.007214504112761233e+01,3.121838472408259690e+01,3.235899497276645320e+01,3.349236512279222211e+01,3.461580002768653941e+01,3.572422833657143570e+01,3.680783045077689053e+01,3.785242344303045314e+01,3.885671298921228356e+01,3.983825656815717053e+01,4.079988225845120553e+01,4.174218445464184413e+01,4.266228354229738784e+01,4.355761644240850217e+01,4.442558862148379717e+01,4.526392455404008075e+01,4.607075157127436427e+01,4.684331198704904864e+01,4.758046663977853541e+01,4.828099857919052340e+01,4.894123254072925988e+01,4.956155939580450820e+01,5.014016896488843145e+01,5.067492290262311627e+01,5.116639454493163441e+01,5.161350581234232493e+01,5.201580221092175549e+01,5.237462463307624461e+01,5.268525509287999853e+01,5.295194017737208725e+01,5.317242665832037574e+01,5.335137492021093664e+01,5.348477411772517343e+01,5.357416751002786270e+01,5.362495736034094307e+01,5.363299278867116016e+01,5.360463624775631075e+01,5.353683243111212420e+01
1.489430631547320338e+01,1.607627922319846192e+01,1.725703262087085577e+01,1.843643802111673935e+01,1.961436857025959313e+01,2.079110778975646667e+01,2.196555577024891548e+01,2.313818040606988902e+01,2.430885077878443923e+01,2.547740841186145389e+01,2.664370272840352882e+01,2.780757503284791810e+01,2.897075935322408213e+01,3.012903873521087306e+01,3.128415921423112067e+01,3.243562794121022819e+01,3.358291977264708805e+01,3.472531959219465136e+01,3.586160162720564415e+01,3.698991300730831711e+01,3.810716444814693205e+01,3.920743912021054456e+01,4.028221707898104853e+01,4.131606445265647665e+01,4.231522351237981638e+01,4.329314564567758339e+01,4.425456019645218220e+01,4.519843600394244731e+01,4.612217721991061836e+01,4.702344440537586223e+01,4.790008430937597694e+01,4.875022485951256357e+01,4.957342635240533468e+01,5.036480305725785911e+01,5.112446578022295540e+01,5.185075222641376058e+01,5.254102402069643318e+01,5.319598784791327262e+01,5.381360620741919121e+01,5.439239110802540011e+01,5.493222548833498564e+01,5.543184315657445183e+01,5.589179996179633036e+01,5.630749488114032886e+01,5.668440439586714774e+01,5.701667019655627655e+01,5.730837783833347032e+01,5.755969109029253872e+01,5.777013261026115032e+01,5.793729232069973278e+01,5.806667294044620320e+01
1.490265084350066971e+01,1.608567126673054659e+01,1.726766052469444190e+01,1.844851899774584325e+01,1.962813866326434109e+01,2.080683278423718363e+01,2.198348148954927339e+01,2.315857318461027603e+01,2.433204520863406017e+01,2.550377047314055545e+01,2.667360722752269808e+01,2.784145091538075434e+01,2.900910496274450878e+01,3.017253234285609764e+01,3.133344971041173821e+01,3.249165717388559926e+01,3.364691342673145869e+01,3.479882181106449224e+01,3.594696817576414105e+01,3.709075117555252632e+01,3.822923251750044216e+01,3.936114962443086540e+01,4.048624052554095698e+01,4.159692261016680703e+01,4.268865706402556270e+01,4.375090348314624578e+01,4.477563039230145137e+01,4.577061069726627096e+01,4.674706393523762671e+01,4.770822370167179116e+01,4.865309882002372177e+01,4.957979864215512578e+01,5.048717070152207498e+01,5.137088814218788002e+01,5.223049530523780248e+01,5.306529989631677324e+01,5.387152524973753742e+01,5.465012455919928414e+01,5.539763445283600163e+01,5.611390500488099065e+01,5.679721185920773507e+01,5.744893668292959887e+01,5.806372648070880871e+01,5.864357012096618149e+01,5.918556421856618499e+01,5.969169364287263591e+01,6.015846723873104906e+01,6.058721528756963437e+01,6.097886861116722912e+01,6.133176434123273424e+01,6.164415148485777252e+01
1.491022450164287072e+01,1.609404323972285411e+01,1.727698522847586915e+01,1.845900134037844609e+01,1.963993844340691197e+01,2.082014500746820929e+01,2.199853168622992072e+01,2.317558719073222662e+01,2.435125893919205708e+01,2.552541095962020279e+01,2.669799865631028624e+01,2.786889883144344537e+01,2.903996508523527353e+01,3.020717642527769797e+01,3.137234566543849112e+01,3.253531757535083813e+01,3.369600258164246043e+01,3.485411615325551082e+01,3.600947247239344762e+01,3.716175560351571505e+01,3.831057834380773386e+01,3.945550300942910127e+01,4.059768976997833789e+01,4.173231389344891085e+01,4.285968627550263932e+01,4.397741486416385470e+01,4.508132834067816219e+01,4.616402162156732913e+01,4.721614229500364246e+01,4.823296622996596028e+01,4.922437470062344289e+01,5.019923571835074227e+01,5.116219099114736935e+01,5.210784916699486047e+01,5.303659439239321216e+01,5.394666177172005206e+01,5.483650091532102522e+01,5.570417261565833655e+01,5.654837066037148929e+01,5.736775587057537962e+01,5.816074002029699130e+01,5.892885458117643083e+01,5.966625469181344954e+01,6.037376447055893181e+01,6.105030992788398692e+01,6.169634490441426777e+01,6.230877691064104340e+01,6.288760342491445954e+01,6.343182498820713988e+01,6.394367897171376569e+01,6.441853630111891960e+01
